query_id,class,x_hex,y_hex,site_a,site_b,expected_kind,expected_status,expected_region_id
2370,site,0x1.20d3f79fae7e7p+3,0x1.03fbb98b8bc8dp+2,314,314,,,
2371,site,0x1.302472bbd080bp+3,0x1.07b845b836cd7p+2,315,315,,,
2372,site,0x1.45af977dbe9b4p+3,0x1.064fb180bb0eep+2,316,316,,,
2373,site,0x1.4c42386471601p+3,0x1.06c170829596dp+2,317,317,,,
2374,site,0x1.6338bd187b3eep+3,0x1.fc977315f9d76p+1,318,318,,,
2375,site,0x1.72f2250472c69p+3,0x1.f701ef8054f1ap+1,319,319,,,
2376,site,0x1.6656cd95cece7p-13,0x1.2b996173f8259p+2,320,320,,,
2377,site,0x1.719bb56c47d17p-6,0x1.2281741bf666dp+2,321,321,,,
2378,site,0x1.dc84988a0f59ep-5,0x1.1efd9eebd9665p+2,322,322,,,
2379,site,0x1.95c49661915bcp-4,0x1.28911a7da466cp+2,323,323,,,
2380,site,0x1.068140224faf3p-3,0x1.2b89c5096a103p+2,324,324,,,
2381,site,0x1.ef898c80a095dp-3,0x1.2510a6a04cfbap+2,325,325,,,
2382,site,0x1.4a0fdbeb71596p-2,0x1.1faf7fd41bfedp+2,326,326,,,
2383,site,0x1.91f77d128bd3ep-2,0x1.1df8c55dfd00cp+2,327,327,,,
2384,site,0x1.0952d5fc6a6b9p-1,0x1.2af0df423d461p+2,328,328,,,
2385,site,0x1.77fb7199420b6p-1,0x1.1ec94d0a5fadbp+2,329,329,,,
2386,site,0x1.bab5b67683e00p-1,0x1.2a2fe789087e9p+2,330,330,,,
2387,site,0x1.dcc8a7a7acdedp-1,0x1.22964742d1115p+2,331,331,,,
2388,site,0x1.25328e5d5222bp+0,0x1.2780c1381f1bdp+2,332,332,,,
2389,site,0x1.683c366aad6b3p+0,0x1.27352a0917943p+2,333,333,,,
2390,site,0x1.85b9f24555de4p+0,0x1.23a8f9e16aa00p+2,334,334,,,
2391,site,0x1.dc552e0351eaep+0,0x1.275735f46331bp+2,335,335,,,
2392,site,0x1.0482fba250cbcp+1,0x1.2617fba4d73c9p+2,336,336,,,
2393,site,0x1.1d9c4c9ce272dp+1,0x1.2988733465357p+2,337,337,,,
2394,site,0x1.5280e512ceeb8p+1,0x1.24f10c56000f7p+2,338,338,,,
2395,site,0x1.75a0b49c35beep+1,0x1.2a3d18881502bp+2,339,339,,,
2396,site,0x1.86cacd91ad579p+1,0x1.263ae7ba505d8p+2,340,340,,,
2397,site,0x1.aece62671a49fp+1,0x1.17e764a3a5eb6p+2,341,341,,,
2398,site,0x1.da7a62799c681p+1,0x1.24e78eb41c864p+2,342,342,,,
2399,site,0x1.0707fb05e49bcp+2,0x1.1c70fadf3ce56p+2,343,343,,,
2400,site,0x1.2906fb0bebeb4p+2,0x1.22738d9e9f7bcp+2,344,344,,,
2401,site,0x1.3d47e196cd80ep+2,0x1.1c8567db2701dp+2,345,345,,,
2402,site,0x1.5a2541aaed14ap+2,0x1.1c41a77ce12a9p+2,346,346,,,
2403,site,0x1.7148b2704e027p+2,0x1.27d78cc834c46p+2,347,347,,,
2404,site,0x1.8b61a6e32dab2p+2,0x1.19d1c06d1f21ap+2,348,348,,,
2405,site,0x1.a483fb7d2539ap+2,0x1.1aac2afda6413p+2,349,349,,,
2406,site,0x1.bffeff802ff33p+2,0x1.1cc8e113d9285p+2,350,350,,,
2407,site,0x1.e1c08bdd2d2a0p+2,0x1.27381b9825ad4p+2,351,351,,,
2408,site,0x1.fd83e91a2453ep+2,0x1.1764bcf6f88d8p+2,352,352,,,
2409,site,0x1.0744d7d3aa169p+3,0x1.1cf37e9468ef0p+2,353,353,,,
2410,site,0x1.1ead0ad9265fbp+3,0x1.294a114791f48p+2,354,354,,,
2411,site,0x1.31017715b700ap+3,0x1.2833b25be354ap+2,355,355,,,
2412,site,0x1.39d2ae2139453p+3,0x1.1ee2c86d165bcp+2,356,356,,,
2413,site,0x1.5772419c6173fp+3,0x1.1c702a88c1777p+2,357,357,,,
2414,site,0x1.5d833c293771fp+3,0x1.1a77724444ff5p+2,358,358,,,
2415,site,0x1.79082203372c6p+3,0x1.1fb2c94175ef7p+2,359,359,,,
2416,site,0x1.d08a99b1acfd0p-9,0x1.3c3b96b2a3843p+2,360,360,,,
2417,site,0x1.47bccddbf52eap-6,0x1.451f5f1b4c262p+2,361,361,,,
2418,site,0x1.41c5836577554p-5,0x1.357cb7b3d47b6p+2,362,362,,,
2419,site,0x1.77768b817661ep-4,0x1.31049fba8cc39p+2,363,363,,,
2420,site,0x1.45b324ef394a4p-3,0x1.3a1b5204424bfp+2,364,364,,,
2421,site,0x1.b2563fb85d636p-3,0x1.3b22aebb5026ep+2,365,365,,,
2422,site,0x1.1f9895d8bae1dp-2,0x1.392dcef46df30p+2,366,366,,,
2423,site,0x1.87d454a1efc29p-2,0x1.3bf3e61b2fd1fp+2,367,367,,,
2424,site,0x1.13861ca999f10p-1,0x1.38a5616dcce54p+2,368,368,,,
2425,site,0x1.46e0074ae0884p-1,0x1.4428d903117cap+2,369,369,,,
2426,site,0x1.8d1bb4ff7d732p-1,0x1.3b546008988f0p+2,370,370,,,
2427,site,0x1.0ea99d0fd7ed3p+0,0x1.360166e638bf7p+2,371,371,,,
2428,site,0x1.2497ddef202ecp+0,0x1.3270f5a92dd5ap+2,372,372,,,
2429,site,0x1.50df8b14fa65fp+0,0x1.33aafe80b36fdp+2,373,373,,,
2430,site,0x1.9fca7e05f56fcp+0,0x1.4159c98360ca8p+2,374,374,,,
2431,site,0x1.bed9026521cf5p+0,0x1.40420fec2bd81p+2,375,375,,,
2432,site,0x1.0d9a55bdc9588p+1,0x1.409d07e0d2df1p+2,376,376,,,
2433,site,0x1.1a31e406d471ep+1,0x1.34401145177ebp+2,377,377,,,
2434,site,0x1.4d2577f8940abp+1,0x1.350a25f3b292dp+2,378,378,,,
2435,site,0x1.72e42b5edf8fbp+1,0x1.35616ed5408d4p+2,379,379,,,
2436,site,0x1.9f5096ceec865p+1,0x1.413e944ad519fp+2,380,380,,,
2437,site,0x1.c1f91b8fb3d74p+1,0x1.350e1614ba6a6p+2,381,381,,,
2438,site,0x1.f0e343257dd41p+1,0x1.35a0a9601d431p+2,382,382,,,
2439,site,0x1.09378ab3d3ee5p+2,0x1.35995401954b5p+2,383,383,,,
2440,site,0x1.28ce29d500f61p+2,0x1.3d4ff93e6bd93p+2,384,384,,,
2441,site,0x1.342d4a0b6e857p+2,0x1.32ed9067242efp+2,385,385,,,
2442,site,0x1.569f08ad18baep+2,0x1.41439a364f9ddp+2,386,386,,,
2443,site,0x1.657001707d24cp+2,0x1.3128b79ee803bp+2,387,387,,,
2444,site,0x1.7dde6e2c12541p+2,0x1.42e44a61a06d5p+2,388,388,,,
2445,site,0x1.a0be71be8f2c8p+2,0x1.3d71ff54aad68p+2,389,389,,,
2446,site,0x1.b309525962cfdp+2,0x1.3fb7fee31b4cbp+2,390,390,,,
2447,site,0x1.df573b092b6d4p+2,0x1.35784c3e3e92ep+2,391,391,,,
2448,site,0x1.007391494b970p+3,0x1.42f85e6a07f4ep+2,392,392,,,
2449,site,0x1.07fe3140ddeebp+3,0x1.360262e0f0d24p+2,393,393,,,
2450,site,0x1.1d18359e07d66p+3,0x1.370f03486cc8ap+2,394,394,,,
2451,site,0x1.33a4554514482p+3,0x1.36162a0c52834p+2,395,395,,,
2452,site,0x1.3a3250d9bf146p+3,0x1.3e9d51e6f45e4p+2,396,396,,,
2453,site,0x1.5694a13d704cap+3,0x1.3752dce0c9d72p+2,397,397,,,
2454,site,0x1.6945ad687765fp+3,0x1.3befe23a5f523p+2,398,398,,,
2455,site,0x1.74619cbbae19fp+3,0x1.37021258c6d94p+2,399,399,,,
2456,site,0x1.279e48d085d54p-8,0x1.50fba535f757ep+2,400,400,,,
2457,site,0x1.5c12d3a9c23a9p-7,0x1.53e0a7b6a6880p+2,401,401,,,
2458,site,0x1.29822254b4f3ep-5,0x1.560990e3d55c1p+2,402,402,,,
2459,site,0x1.3c45832666ec7p-4,0x1.4ae62d5054de7p+2,403,403,,,
2460,site,0x1.05d35b21b84bap-3,0x1.5cb2c44c6e47cp+2,404,404,,,
2461,site,0x1.bd8ca5785874ep-3,0x1.50144d578618fp+2,405,405,,,
2462,site,0x1.608c43e3faeecp-2,0x1.55ea678c64878p+2,406,406,,,
2463,site,0x1.bc6db6ed8b951p-2,0x1.59d325aef5b4fp+2,407,407,,,
2464,site,0x1.0b864ec7c5d5fp-1,0x1.5b0ba5dc8fce1p+2,408,408,,,
2465,site,0x1.7495cfa63a692p-1,0x1.5c1fba747d94bp+2,409,409,,,
2466,site,0x1.a0c0fe97c65e9p-1,0x1.54b0168f544f4p+2,410,410,,,
2467,site,0x1.e6276d77b1f60p-1,0x1.52fb831acc2bdp+2,411,411,,,
2468,site,0x1.3b21d07d2423cp+0,0x1.53102e1e163c1p+2,412,412,,,
2469,site,0x1.526f616e2d577p+0,0x1.4ce7f5666d4d4p+2,413,413,,,
2470,site,0x1.8f0cdd54101d6p+0,0x1.4ba5e821bf0b8p+2,414,414,,,
2471,site,0x1.bb6ad121020e9p+0,0x1.5542a99ab063ep+2,415,415,,,
2472,site,0x1.0d44be0b9edf6p+1,0x1.4daabcb459593p+2,416,416,,,
2473,site,0x1.1b50b07af26bbp+1,0x1.5074d352b1451p+2,417,417,,,
2474,site,0x1.403668b7953efp+1,0x1.54477c56efc35p+2,418,418,,,
2475,site,0x1.66435e8aaec86p+1,0x1.57f69b6859a01p+2,419,419,,,
2476,site,0x1.949f5a0003a89p+1,0x1.515a0428a0608p+2,420,420,,,
2477,site,0x1.c1b26cc0a553fp+1,0x1.5899573db5cbfp+2,421,421,,,
2478,site,0x1.ecf983bd2877bp+1,0x1.52224aa884e9ap+2,422,422,,,
2479,site,0x1.06b479bb755dcp+2,0x1.4b6decb973e0ap+2,423,423,,,
2480,site,0x1.1ba820752f6cbp+2,0x1.4f3d8c43236a8p+2,424,424,,,
2481,site,0x1.3919df178958ap+2,0x1.547a74427a2b3p+2,425,425,,,
2482,site,0x1.4b08c6c6778f3p+2,0x1.584ad8a8e2d04p+2,426,426,,,
2483,site,0x1.6d7e624d083cfp+2,0x1.4f95d34cf8a87p+2,427,427,,,
2484,site,0x1.7da95b86e6d6bp+2,0x1.5b0466f1792e3p+2,428,428,,,
2485,site,0x1.998db98d5abc7p+2,0x1.55a81738502dap+2,429,429,,,
2486,site,0x1.ca24b91e5d485p+2,0x1.52d58f7aab7b2p+2,430,430,,,
2487,site,0x1.e1ae02195c1ccp+2,0x1.513e494bf4484p+2,431,431,,,
2488,site,0x1.f4da586703620p+2,0x1.53310701d0fc8p+2,432,432,,,
2489,site,0x1.11383ebe27377p+3,0x1.4af86eaeebbb7p+2,433,433,,,
2490,site,0x1.1e3130e4b7b9ep+3,0x1.556980ce0079cp+2,434,434,,,
2491,site,0x1.351fb3e724511p+3,0x1.4a459b4f2e8fcp+2,435,435,,,
2492,site,0x1.429b3007d59d6p+3,0x1.550b627fd046ep+2,436,436,,,
2493,site,0x1.4b93acff30bcep+3,0x1.4acfcd7ac977ep+2,437,437,,,
2494,site,0x1.68e20d7f2ba19p+3,0x1.4e8a7897ba962p+2,438,438,,,
2495,site,0x1.723800e562a75p+3,0x1.4af30b14d9f74p+2,439,439,,,
2496,site,0x1.5eaba72f93b68p-10,0x1.68d0732bc5012p+2,440,440,,,
2497,site,0x1.715093e4e642ep-6,0x1.6542cea59c376p+2,441,441,,,
2498,site,0x1.bd0567b761aa3p-5,0x1.660b4be4fba6cp+2,442,442,,,
2499,site,0x1.b01691ad69d1bp-4,0x1.633925c2c4fe4p+2,443,443,,,
2500,site,0x1.1dd65c1b17ce2p-3,0x1.706200f329c46p+2,444,444,,,
2501,site,0x1.ebd6c8ab76626p-3,0x1.6ee2e5e17ca37p+2,445,445,,,
2502,site,0x1.40579762a90abp-2,0x1.6a0eaeb620047p+2,446,446,,,
2503,site,0x1.9c932c138c8e9p-2,0x1.6394da38fa0ccp+2,447,447,,,
2504,site,0x1.2ed9a18798110p-1,0x1.61c852cad8d56p+2,448,448,,,
2505,site,0x1.536af43541f70p-1,0x1.665d853942644p+2,449,449,,,
2506,site,0x1.a38095d1aa7adp-1,0x1.66a808cfe8d79p+2,450,450,,,
2507,site,0x1.f1a09eec04270p-1,0x1.715cf6549f4a3p+2,451,451,,,
2508,site,0x1.33ca1a9c88210p+0,0x1.66a0a3f76c48dp+2,452,452,,,
2509,site,0x1.58cd418c7144cp+0,0x1.6b2da6299624bp+2,453,453,,,
2510,site,0x1.81b985c472239p+0,0x1.6c64ee2212c9fp+2,454,454,,,
2511,site,0x1.c26d43bc78083p+0,0x1.6606e780694b6p+2,455,455,,,
2512,site,0x1.0facbaa538778p+1,0x1.6ef1af7f6cd88p+2,456,456,,,
2513,site,0x1.205c2433f4f17p+1,0x1.706d7d001c428p+2,457,457,,,
2514,site,0x1.4c40e93600d21p+1,0x1.72b4f2be692a1p+2,458,458,,,
2515,site,0x1.716057236ea02p+1,0x1.650065005d6bap+2,459,459,,,
2516,site,0x1.97ff3b078919cp+1,0x1.645ccc954e991p+2,460,460,,,
2517,site,0x1.bfcc90d1101f9p+1,0x1.73517b06bdd21p+2,461,461,,,
2518,site,0x1.da8b71aca37f7p+1,0x1.72048fb02b411p+2,462,462,,,
2519,site,0x1.120258c9819b3p+2,0x1.65b4982798dacp+2,463,463,,,
2520,site,0x1.28b0962742912p+2,0x1.626c8dce2820ep+2,464,464,,,
2521,site,0x1.33a0d840515d3p+2,0x1.621980fedebb1p+2,465,465,,,
2522,site,0x1.4c1ac91290d99p+2,0x1.717dd28b0393cp+2,466,466,,,
2523,site,0x1.61954435308ffp+2,0x1.6aec507c82076p+2,467,467,,,
2524,site,0x1.8360ead555050p+2,0x1.64586bbe39b3ep+2,468,468,,,
2525,site,0x1.a6a5150f0c983p+2,0x1.6cb93d6af8333p+2,469,469,,,
2526,site,0x1.bbb3caf121434p+2,0x1.6e5f670a0e89fp+2,470,470,,,
2527,site,0x1.d9b987a3aea75p+2,0x1.70f20e6c00b3ap+2,471,471,,,
2528,site,0x1.01f04c7929fd3p+3,0x1.702e448def6cbp+2,472,472,,,
2529,site,0x1.0f9e43cf8021bp+3,0x1.69da598fc442ap+2,473,473,,,
2530,site,0x1.192cb398ff34dp+3,0x1.6b71b817df9b3p+2,474,474,,,
2531,site,0x1.3033f5e1028cep+3,0x1.6689f1c550893p+2,475,475,,,
2532,site,0x1.3ccab6e93def1p+3,0x1.682c912d288d2p+2,476,476,,,
2533,site,0x1.572be4748ae3ap+3,0x1.65dddafa88e84p+2,477,477,,,
2534,site,0x1.60c8014be3ab9p+3,0x1.642de2d777ac3p+2,478,478,,,
2535,site,0x1.76f0f43c675a9p+3,0x1.6981171d80245p+2,479,479,,,
2536,site,0x1.42bed7e211e10p-9,0x1.7cfae79c0c8d4p+2,480,480,,,
2537,site,0x1.b6c116260ed6dp-6,0x1.7bfa3f6f0c5bdp+2,481,481,,,
2538,site,0x1.eb3314be6dcf4p-5,0x1.7c4811caff543p+2,482,482,,,
2539,site,0x1.6ac95df748800p-4,0x1.7ece7ae067727p+2,483,483,,,
2540,site,0x1.613bb39badf64p-3,0x1.87cb1ca210957p+2,484,484,,,
2541,site,0x1.e6394a38e2cf5p-3,0x1.8106e71c8b9aep+2,485,485,,,
2542,site,0x1.5e18368f943fdp-2,0x1.810e0f16e09fdp+2,486,486,,,
2543,site,0x1.89210f40c4243p-2,0x1.81fe66282bffbp+2,487,487,,,
2544,site,0x1.0dae57182aa32p-1,0x1.796c475d9a193p+2,488,488,,,
2545,site,0x1.73d068d6d0613p-1,0x1.7d5a5a6f529cfp+2,489,489,,,
2546,site,0x1.bd547102c13fcp-1,0x1.864be99486edap+2,490,490,,,
2547,site,0x1.e80adbf2f886ep-1,0x1.8036ddb49b074p+2,491,491,,,
2548,site,0x1.2ad84398c409cp+0,0x1.7a2a6096bb10fp+2,492,492,,,
2549,site,0x1.69a2355193d0ep+0,0x1.7fcaa32406098p+2,493,493,,,
2550,site,0x1.99f9e1eb7b5bfp+0,0x1.79f61b1340b64p+2,494,494,,,
2551,site,0x1.c9119650c41b1p+0,0x1.7e051cb0c36d8p+2,495,495,,,
2552,site,0x1.ff6b61a88519ep+0,0x1.82ebc6ec98aa5p+2,496,496,,,
2553,site,0x1.27231cb33765ap+1,0x1.835a2d2550dafp+2,497,497,,,
2554,site,0x1.4048a003e1b52p+1,0x1.80c0b2f70ef08p+2,498,498,,,
2555,site,0x1.6997d1147a27cp+1,0x1.81aeb5c650056p+2,499,499,,,
2556,site,0x1.888896f8d07dcp+1,0x1.790d1acbc8a70p+2,500,500,,,
2557,site,0x1.c491897d81d10p+1,0x1.7de61a5735c48p+2,501,501,,,
2558,site,0x1.e918a1b3c6928p+1,0x1.83ec2f474db4bp+2,502,502,,,
2559,site,0x1.08d53c262d37ap+2,0x1.80897416f93e9p+2,503,503,,,
2560,site,0x1.18c8b65f3113ep+2,0x1.7f346388d5539p+2,504,504,,,
2561,site,0x1.3892784e394e9p+2,0x1.7be6b3b93cea0p+2,505,505,,,
2562,site,0x1.554b7148cf7cep+2,0x1.85aa209478a65p+2,506,506,,,
2563,site,0x1.6d149a6dd3ce0p+2,0x1.78553712d0c91p+2,507,507,,,
2564,site,0x1.7ce647b5cd4c6p+2,0x1.80d2332630cfdp+2,508,508,,,
2565,site,0x1.96f8e0ce01d00p+2,0x1.7c6a7c8c86849p+2,509,509,,,
2566,site,0x1.c2395341fd108p+2,0x1.7ef8d733cb532p+2,510,510,,,
2567,site,0x1.e5e1738102a77p+2,0x1.83a323def7150p+2,511,511,,,
2568,site,0x1.00b8caed51f4cp+3,0x1.8404f369cb9ebp+2,512,512,,,
2569,site,0x1.130215632c7cap+3,0x1.7a7b58cd26282p+2,513,513,,,
2570,site,0x1.1e215c670c6bfp+3,0x1.80963d0e6cfdfp+2,514,514,,,
2571,site,0x1.328811364d5a1p+3,0x1.835ebf79e3ad2p+2,515,515,,,
2572,site,0x1.3a140deab6f9ep+3,0x1.82df887da6418p+2,516,516,,,
2573,site,0x1.580798e5a1785p+3,0x1.7bb60d982868dp+2,517,517,,,
2574,site,0x1.6633c2663f412p+3,0x1.7892de7ed73fep+2,518,518,,,
2575,site,0x1.7a32953d8412cp+3,0x1.79e4c0378cccap+2,519,519,,,
2576,site,0x1.846db6ae0be60p-9,0x1.9920cbcb8dc69p+2,520,520,,,
2577,site,0x1.40865c4ea8a76p-7,0x1.8d22310c4ae25p+2,521,521,,,
2578,site,0x1.f1abc4c16808bp-5,0x1.97ad6673a1103p+2,522,522,,,
2579,site,0x1.278f17799f374p-4,0x1.99456b2359421p+2,523,523,,,
2580,site,0x1.6ea5eda7d8d47p-3,0x1.8d0242856bb10p+2,524,524,,,
2581,site,0x1.0100476ccf4d7p-2,0x1.9a79175351293p+2,525,525,,,
2582,site,0x1.2dd39ebe8f756p-2,0x1.967bdb15f2b6fp+2,526,526,,,
2583,site,0x1.b47346150ec8bp-2,0x1.9332351f42556p+2,527,527,,,
2584,site,0x1.13b89aa0e2234p-1,0x1.9106e68a28d5dp+2,528,528,,,
2585,site,0x1.6980d9faef9fcp-1,0x1.8c8ba14cc00fdp+2,529,529,,,
2586,site,0x1.b7e7abb26bb7bp-1,0x1.96b74cd7ca245p+2,530,530,,,
2587,site,0x1.e11a173a9deb9p-1,0x1.95769113845b9p+2,531,531,,,
2588,site,0x1.192ea3742d4c7p+0,0x1.974c6a4d02107p+2,532,532,,,
2589,site,0x1.661031b0eb901p+0,0x1.8e9a022eeaed7p+2,533,533,,,
2590,site,0x1.8c78ab986f112p+0,0x1.94614fee3d541p+2,534,534,,,
2591,site,0x1.de5f9bd421effp+0,0x1.993ffc6af927cp+2,535,535,,,
2592,site,0x1.f50703cd6b362p+0,0x1.95333afe3aac4p+2,536,536,,,
2593,site,0x1.2107764a410a1p+1,0x1.8f443b1351ba0p+2,537,537,,,
2594,site,0x1.3cfc9e7237a2ap+1,0x1.971a1df1fd99bp+2,538,538,,,
2595,site,0x1.78525be1b8453p+1,0x1.9705ff58100a6p+2,539,539,,,
2596,site,0x1.98b6ee35996c0p+1,0x1.9384757e9080bp+2,540,540,,,
2597,site,0x1.b143950668438p+1,0x1.9587f931e90cep+2,541,541,,,
2598,site,0x1.e2fcbab411f9ep+1,0x1.8dedd2be74caep+2,542,542,,,
2599,site,0x1.11a35f769cad6p+2,0x1.96e8e6dd70388p+2,543,543,,,
2600,site,0x1.1c145e7e0cc68p+2,0x1.934c1e26066f5p+2,544,544,,,
2601,site,0x1.40a07f9621cf9p+2,0x1.923cf98f7818ep+2,545,545,,,
2602,site,0x1.5a5a5b41613b0p+2,0x1.988b06cd26872p+2,546,546,,,
2603,site,0x1.62b927661680cp+2,0x1.9a38e2f8bc9bbp+2,547,547,,,
2604,site,0x1.83db37425ce4cp+2,0x1.8f9c2ccd25ba2p+2,548,548,,,
2605,site,0x1.9ca459c907d3fp+2,0x1.920a85bd68776p+2,549,549,,,
2606,site,0x1.b511a9960ab70p+2,0x1.9898168284a10p+2,550,550,,,
2607,site,0x1.da85222e51997p+2,0x1.8d9208f8bfff8p+2,551,551,,,
2608,site,0x1.033397da258aap+3,0x1.90caeb09b687bp+2,552,552,,,
2609,site,0x1.0dc09e15e18f1p+3,0x1.97ebf948d8f62p+2,553,553,,,
2610,site,0x1.18f6fefbbeee6p+3,0x1.92220a5765f4cp+2,554,554,,,
2611,site,0x1.2a35b6a07c7b9p+3,0x1.9466af2d040bep+2,555,555,,,
2612,site,0x1.4221b84f5e5fep+3,0x1.91630fd315fb6p+2,556,556,,,
2613,site,0x1.531e7fefbdeabp+3,0x1.8f930293891e5p+2,557,557,,,
2614,site,0x1.5c6a2952a0235p+3,0x1.8d62cdc7cc665p+2,558,558,,,
2615,site,0x1.701962ca5d1cep+3,0x1.8c65b5c3a4187p+2,559,559,,,
2616,site,0x1.30ece0d08e5f2p-13,0x1.a1940c40b99a2p+2,560,560,,,
2617,site,0x1.094b07352a88ep-6,0x1.a930d515a127bp+2,561,561,,,
2618,site,0x1.3a3cc54112782p-5,0x1.a2d31da5f4ae1p+2,562,562,,,
2619,site,0x1.3fd490bc81b5fp-4,0x1.ac30fb665a0e3p+2,563,563,,,
2620,site,0x1.3e38326e6d371p-3,0x1.9f03a5ce03289p+2,564,564,,,
2621,site,0x1.ec901b9535478p-3,0x1.a20324abdb8bcp+2,565,565,,,
2622,site,0x1.3e41183b99d29p-2,0x1.a43a477dd2269p+2,566,566,,,
2623,site,0x1.c09ef2c45a5c5p-2,0x1.abd5b715a62efp+2,567,567,,,
2624,site,0x1.0a0e8ba4a656bp-1,0x1.a6b3a8b67dd1bp+2,568,568,,,
2625,site,0x1.44a4b3d558e2bp-1,0x1.aa285e074ee8bp+2,569,569,,,
2626,site,0x1.94136321abb61p-1,0x1.a30c14c149685p+2,570,570,,,
2627,site,0x1.f11571a0bc330p-1,0x1.a3d0962222e77p+2,571,571,,,
2628,site,0x1.35e883baa6608p+0,0x1.a2baa99f85b45p+2,572,572,,,
2629,site,0x1.6eaaa8ea2d3bdp+0,0x1.a59ab7ee52f06p+2,573,573,,,
2630,site,0x1.8e0d4491b059bp+0,0x1.a6cee5c4fe87fp+2,574,574,,,
2631,site,0x1.ce3da933978c2p+0,0x1.a8fd1c08cc93cp+2,575,575,,,
2632,site,0x1.0188ef1e86844p+1,0x1.ab72359a97f26p+2,576,576,,,
2633,site,0x1.294d77d5e3779p+1,0x1.a9c517a7d3951p+2,577,577,,,
2634,site,0x1.5272ed8a48cecp+1,0x1.a7b3ad9d5e5e3p+2,578,578,,,
2635,site,0x1.76f1aee088bb6p+1,0x1.a18d06edede4ep+2,579,579,,,
2636,site,0x1.9ca8cb8f3ab21p+1,0x1.a38fce01e7256p+2,580,580,,,
2637,site,0x1.c57425891392ap+1,0x1.ab744ffdcb75bp+2,581,581,,,
2638,site,0x1.f650dee7316ccp+1,0x1.ac1adb3760dc3p+2,582,582,,,
2639,site,0x1.0fed28549d11fp+2,0x1.a3c3e5490c53fp+2,583,583,,,
2640,site,0x1.21ba98757f72cp+2,0x1.a522841d93dcbp+2,584,584,,,
2641,site,0x1.3b4080eb94085p+2,0x1.aa7f2bf90b9c7p+2,585,585,,,
2642,site,0x1.583c15d67415ep+2,0x1.a8d8f9394268ap+2,586,586,,,
2643,site,0x1.74281f639ab54p+2,0x1.a7a78d8337ed3p+2,587,587,,,
2644,site,0x1.88571c47683c4p+2,0x1.a1a81948d1666p+2,588,588,,,
2645,site,0x1.a6b81e94b6473p+2,0x1.a30c3af4cd64cp+2,589,589,,,
2646,site,0x1.bd0cb4531053cp+2,0x1.a9736b607d76dp+2,590,590,,,
2647,site,0x1.d46394d707788p+2,0x1.ab6c5df6c40a2p+2,591,591,,,
2648,site,0x1.ff380784595efp+2,0x1.a72c2dc893701p+2,592,592,,,
2649,site,0x1.070039f519b7cp+3,0x1.a1bbc2871ef80p+2,593,593,,,
2650,site,0x1.1dc1265efe4c2p+3,0x1.a1a11803c4afap+2,594,594,,,
2651,site,0x1.312c2c21d3dc2p+3,0x1.a59b5114dda31p+2,595,595,,,
2652,site,0x1.3e66dc8c0128ep+3,0x1.a379891ebe8b0p+2,596,596,,,
2653,site,0x1.53ca6c039e6e2p+3,0x1.a851a909108aep+2,597,597,,,
2654,site,0x1.6680477aabda6p+3,0x1.a844decb9be6ap+2,598,598,,,
2655,site,0x1.73659b7e16b76p+3,0x1.aad101a4de0e8p+2,599,599,,,
2656,site,0x1.72d24ade72265p-9,0x1.bb8e7ce1929b7p+2,600,600,,,
2657,site,0x1.de517432ffdeap-7,0x1.ba867be9d9c79p+2,601,601,,,
2658,site,0x1.9e79677deeac1p-5,0x1.bb1b6c1970f59p+2,602,602,,,
2659,site,0x1.8b2458405a917p-4,0x1.afd245c7e47ddp+2,603,603,,,
2660,site,0x1.0d2eeeeee631dp-3,0x1.b0f8f4cd6aa24p+2,604,604,,,
2661,site,0x1.92d7d6c8ded72p-3,0x1.b9d5dc60a99afp+2,605,605,,,
2662,site,0x1.66dbb088ddda1p-2,0x1.b5db8726d96aap+2,606,606,,,
2663,site,0x1.968ed8ee3c369p-2,0x1.b0077e120bd4ep+2,607,607,,,
2664,site,0x1.2a0d256060ac4p-1,0x1.b6ac9eeb9eb6bp+2,608,608,,,
2665,site,0x1.66383d2eb4e68p-1,0x1.bbe6e5a8f7649p+2,609,609,,,
2666,site,0x1.948960b0bd3f0p-1,0x1.b8f05538f4eeep+2,610,610,,,
2667,site,0x1.0d245600ffd97p+0,0x1.b00aa76d7144dp+2,611,611,,,
2668,site,0x1.25d35e17ad477p+0,0x1.b8ad790a9d95dp+2,612,612,,,
2669,site,0x1.701cd453f8362p+0,0x1.b07482abfd8d2p+2,613,613,,,
2670,site,0x1.84f70eab14c8cp+0,0x1.b4cb7510d8ab3p+2,614,614,,,
2671,site,0x1.dc24025a9f6e8p+0,0x1.b8ee19e449a69p+2,615,615,,,
2672,site,0x1.fb220b640542fp+0,0x1.ba4be6b9c9985p+2,616,616,,,
2673,site,0x1.338bcfb355992p+1,0x1.afbaee346b2f8p+2,617,617,,,
2674,site,0x1.3e9539657e04dp+1,0x1.b6f8bda27007ap+2,618,618,,,
2675,site,0x1.765d1822be9ccp+1,0x1.bba2e14f13f17p+2,619,619,,,
2676,site,0x1.8afcc0bf912ccp+1,0x1.b30eddd2cc2ccp+2,620,620,,,
2677,site,0x1.c2f7e1b880c87p+1,0x1.baaea77415129p+2,621,621,,,
2678,site,0x1.e5425b68e74e1p+1,0x1.b80794bef589fp+2,622,622,,,
2679,site,0x1.0db80b80d7d44p+2,0x1.b88bba0a386c8p+2,623,623,,,
